Page ID,Page Name,Disclaimer,Amount Spent (PLN)
1519533224976080,Europejska Grupa Medyczna Provisus,These ads ran without a disclaimer,≤100
467846486568496,Stare Dobre Małżeństwo,These ads ran without a disclaimer,≤100
104686844503493,Copernic,These ads ran without a disclaimer,≤100
111005887038781,Prawnicy Pomagają,These ads ran without a disclaimer,≤100
141833139301,Krzysztof Bosak,Konfederacja Wolność i Niepodległość,≤100
267686749910602,Piotr Müller,Piotr Józef Müller,≤100
104608564296964,Xương Khớp Ông Bảo,These ads ran without a disclaimer,≤100
108731657156411,Mariusz Gromko - Senator RP,Mariusz Gromko,≤100
852871474902416,Tomasz Frączak,Tomasz Frączak,≤100
160341610647590,Łukasz Gibała,Łukasz Gibała,≤100
2152238558396822,Mariusz Kałużny,Mariusz Kałużny,≤100
186200562146047,Ośrodek Knieja w Rajgrodzie,These ads ran without a disclaimer,≤100
672172259491075,Edata Polska - Kasy fiskalne Online,These ads ran without a disclaimer,≤100
117362292267250,Fundacja Reporterów,Fundacja Reporterów,≤100
633639139992584,Mirosław Maliszewski,These ads ran without a disclaimer,≤100
1712719575618163,telewizjapolska24.pl,These ads ran without a disclaimer,≤100
1637992499775432,Marta Michalska-Wilk,Marta Ewelina Michalska-Wilk,≤100
1641410532770243,Dr Cichobieg,These ads ran without a disclaimer,≤100
129626970836,inFakt,These ads ran without a disclaimer,≤100
105014884399458,2000 Powodów,These ads ran without a disclaimer,≤100
108995154112544,Ubezpieczenia Katarzyna Kowalska-Cichowska,These ads ran without a disclaimer,≤100
108525639187048,DJ na Wesele & Event,These ads ran without a disclaimer,≤100
113123360397548,Akademia Księgowej,These ads ran without a disclaimer,≤100
108125944163683,Finansjera,These ads ran without a disclaimer,≤100
174005036732779,Andrzej Sobieski,Andrzej Krzysztof Sobieski,≤100
611173789051754,BOŚ Bank,These ads ran without a disclaimer,≤100
106147239501462,Polskie Towarzystwo Prawa Antydyskryminacyjnego,These ads ran without a disclaimer,≤100
185149134887824,Małgorzata Gosiewska -  Poseł na Sejm RP,These ads ran without a disclaimer,≤100
110407373630888,Time for Wood,Michał Striżko,≤100
370319116027,Andrzej Halicki,Apostołowie Opinii na zlecenie KKW Koalicja Europejska PO PSL SLD .N Zieloni,≤100
102931488739,Platforma Obywatelska,Apostołowie Opinii na zlecenie KKW Koalicja Europejska PO PSL SLD .N Zieloni,≤100
589235518269962,Weź Tysiaka,Finette,≤100
105308124893109,Free to Choose,Free to Choice Sp. z o.o. Sp. k.,≤100
588013277972455,Mieczysław Kazimierz Baszko - Łączy nas Porozumienie,Mieczysław Kazimierz Baszko,≤100
305401181544,UNICEF Poland,MIDO Sp. z o.o.,≤100
595877750446734,El Presidente,These ads ran without a disclaimer,≤100
271089636895218,Sylwia Buźniak,KW Sojusz Lewicy Demokratycznej,≤100
364911490222284,Włodzimierz Czarzasty,KW Sojusz Lewicy Demokratycznej,≤100
546477339126145,Gabriela Morawska-Stanecka,Biuro Senatorskie Gabriela Morawska-Stanecka,≤100
2025169264443553,Klub Radnych PiS - Szczecin,Marcin Pawlicki,≤100
334270084006881,Dystrykt.13 Kamil Stepnowski - Radny Gminy Lelis,Kamil Stepnowski,≤100
237466786344157,European Movement,These ads ran without a disclaimer,≤100
100468848370847,"Upadłość konsumencka, oddłużanie",These ads ran without a disclaimer,≤100
113848606968048,WoW Games,These ads ran without a disclaimer,≤100
472031570276261,Канстытуцыя,These ads ran without a disclaimer,≤100
125854754245857,Son of a Tailor,These ads ran without a disclaimer,≤100
1852520761657982,4ocean,These ads ran without a disclaimer,≤100
152249174810492,Marsz Niepodległości,Stowarzyszenie "Marsz Niepodległości",≤100
115519893583823,Lovers Of Cakes,These ads ran without a disclaimer,≤100
209437925750354,Ecol-Unicon Sp. z o.o.,Ecol-Unicon Sp. z o.o.,≤100
113136313368823,Mariusz Socha - Radny Gminy Lesznowola,Mariusz Socha,≤100
271089636895218,Sylwia Buźniak,These ads ran without a disclaimer,≤100
114284438629999,Grzegorz Gruchalski,Grzegorz Jerzy Gruchalski,≤100
975664835917291,Ener Solar OZE,These ads ran without a disclaimer,≤100
555158474549024,Ninateka,These ads ran without a disclaimer,≤100
320435101689131,Vegi,Jakub Damian Garnis,≤100
587367248384748,Leszek Poniewierka,KW Sojusz Lewicy Demokratycznej,≤100
108454530981611,Materiały archiwizacyjne Kiel-tech EasyWings,Kiel-tech EasyWings - materiały archiwizacyjne,≤100
1218057525001680,Towarzystwo Studentów Polskich,Jan Paweł Sroka,≤100
1486159748349810,Unilogo Digital Printing,These ads ran without a disclaimer,≤100
306399273333917,Sukcesywny,These ads ran without a disclaimer,≤100
284708445522889,Fundacja "Wołyń Pamiętamy",These ads ran without a disclaimer,≤100
126221077483593,Teatr Powszechny,Teatr Powszechny,≤100
340875823145037,Pani Kropka Dekoruje,These ads ran without a disclaimer,≤100
131511477684330,Znak Horyzont,These ads ran without a disclaimer,≤100
0,Marketplace Seller 6936127471,These ads ran without a disclaimer,≤100
100897909953615,BMW Polska,These ads ran without a disclaimer,≤100
206347238436,Nocowanie.pl,These ads ran without a disclaimer,≤100
113424166959873,Biznes w czasach koronawirusa,These ads ran without a disclaimer,≤100
1995496323913057,KoLiber Pruszków,Michał Obłuski,≤100
206177176076080,HAVET Hotel Resort & Spa ***** Dźwirzyno,These ads ran without a disclaimer,≤100
160647464583,aina.pl,These ads ran without a disclaimer,≤100
441154583328872,WECREATE,WeCreate Sp. z o. o.,≤100
1192481500916248,Norbert Szczepański - Burmistrz Dzielnicy Wawer,These ads ran without a disclaimer,≤100
592483827502561,Szczepienia dla podróżujących,Solski Communications,≤100
1441713096063790,ClinLife,These ads ran without a disclaimer,≤100
415604782569895,Daystechar,These ads ran without a disclaimer,≤100
123910440019,Renew Europe,ALDE Group in the European Parliament.,≤100
1839769599447774,3S Group OZE- Fotowoltaika,Justyna Toros,≤100
514735281965536,Demagog,Demagog,≤100
353105494751,Wydawnictwo Czerwone i Czarne,These ads ran without a disclaimer,≤100
465161610605924,Semper Paratus Legal House,These ads ran without a disclaimer,≤100
117436313499721,Kiełbaski z szynki i jaja z chowu ekologicznego,INTER…TEST,≤100
449447651866103,Posłanka Kretkowska,Katarzyna Kretkowska,≤100
291152085051247,Purina Polska,These ads ran without a disclaimer,≤100
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100
1937187616312574,MediPakiet,These ads ran without a disclaimer,≤100
107579027802003,Punkt X,Ernest Wencel,≤100
2396255397288288,Cultural Trust,These ads ran without a disclaimer,≤100
124185488074548,Agnieszka Korajczyk-Szyperska,These ads ran without a disclaimer,≤100
152279221597743,Hotel Lambert Medical Spa,These ads ran without a disclaimer,≤100
105285741065609,Wojciech Podjacki,Komitet Wyborczy Kandydata na Prezydenta Rzeczypospolitej Polskiej Wojciecha Podjackiego,≤100
113870523848874,Anka Bee,These ads ran without a disclaimer,≤100
243367783078376,Grzegorz Kuca,These ads ran without a disclaimer,≤100
2183112865261919,PV Partner - zainstaluj fotowoltaikę,These ads ran without a disclaimer,≤100
100242385079964,Jolanta Summers pisze,These ads ran without a disclaimer,≤100
814991668621838,Norbert Kaczmarczyk Poseł na Sejm RP,These ads ran without a disclaimer,≤100
668616343189054,Towarzystwo na rzecz Ziemi,These ads ran without a disclaimer,≤100
684447884922952,Idealist Ginekologia & SPA,These ads ran without a disclaimer,≤100
358716474880632,Giganci Programowania,These ads ran without a disclaimer,≤100
495057064210614,Bezpartyjni Radomianie,These ads ran without a disclaimer,≤100
601115679935806,Ewa Sokołowska studio,Ewa Sokołowska,≤100
107768447653659,Urban'er - maski filtrujące,These ads ran without a disclaimer,≤100
211369782356079,Punkt Informacji Europejskiej Europe Direct - Ostrołęka,Komisja Europejska Przedstawicielstwo w Polsce,≤100
277490649410552,Tomasz Nowacki - radny Miasta i Gminy Gąbin,These ads ran without a disclaimer,≤100
114318528622863,Nomada Stowarzyszenie,These ads ran without a disclaimer,≤100
1122950097785888,BezPrzepłacania.pl,These ads ran without a disclaimer,≤100
1630101527292204,Fundacja Nasza Winnica,These ads ran without a disclaimer,≤100
342456099107915,POWAB Clinic,These ads ran without a disclaimer,≤100
106974764514916,Elpartners - Dotacje Unijne,Piotr Wanicki,≤100
168367579948719,PCh24.pl,Stowarzyszenie Ks. Piotra Skargi,≤100
135490949986411,Pomorze Zachodnie,Pomorze Zachodnie,≤100
1590841411198586,Iwona Michałek Poseł na Sejm RP,These ads ran without a disclaimer,≤100
108353340554997,Zbigniew Witaszek - Kandydat do Sejmu z okręgu wyborczego nr. 20,Patrycjusz Kazimierz Pasik,≤100
353185345195139,Hoxton Capital Management,These ads ran without a disclaimer,≤100
143022755731834,𝐈𝐬𝐥𝐚𝐦 𝐍𝐞𝐭,These ads ran without a disclaimer,≤100
248345514887,VOX FM,VOX FM,≤100
1562050650677819,Urszula Nowogórska,Komitet Wyborczy Polskie Stronnictwo Ludowe - Urszula Nowogórska,≤100
1876710472344282,Jasnowidz Oskar Tel 500 474 777,Oskar Israel Kornfeld,≤100
110568073998979,mRECEPTA,Krzysztof Jacek Herman,≤100
348024838877239,YoloLook   -  You Only Look Once.,These ads ran without a disclaimer,≤100
416155665234650,Przemysław Piasta,Przemysław Piasta,≤100
113356018705476,Rzeczpospolita,These ads ran without a disclaimer,≤100
100618788485365,Wojownicy Klawiatury,Front Europejski,≤100
1180793058762077,Sinceramente - Reflexiones,These ads ran without a disclaimer,≤100
250926873365,Komisja Europejska w Polsce,These ads ran without a disclaimer,≤100
1164052730286958,Bożena Lisowska,Paweł Galewski,≤100
107955380746601,GraceShoes,Oskar Marcin Kozikowski,≤100
165177980747865,Kancelaria Sobota Jachira,These ads ran without a disclaimer,≤100
880134425337750,WKsklep.pl,These ads ran without a disclaimer,≤100
103691404931513,Dbrain,These ads ran without a disclaimer,≤100
1507827496163615,Kurier Ząbkowski,Tomasz Kalata,≤100
274365466422357,Fundacja Ślązacy.pl,These ads ran without a disclaimer,≤100
314979168526107,"Nie jestem statystycznym Polakiem, lubię czytać książki",These ads ran without a disclaimer,≤100
231889830594108,AGRO Fundusz,These ads ran without a disclaimer,≤100
115988081782937,Grzegorz Niemczuk - concert pianist,These ads ran without a disclaimer,≤100
115119420040076,Lega nel Mondo Polonia,These ads ran without a disclaimer,≤100
1538986189719446,AntyWindyk,These ads ran without a disclaimer,≤100
177947415581088,Pennyblack,These ads ran without a disclaimer,≤100
230359693460,Uniwersytet Śląski w Katowicach,These ads ran without a disclaimer,≤100
214351281833,Dassault Systèmes,These ads ran without a disclaimer,≤100
157255317751718,Kancelaria Mentzen,These ads ran without a disclaimer,≤100
447190942074880,Polskie Stowarzyszenie Obrońców Życia Człowieka,These ads ran without a disclaimer,≤100
255100403945,Polityka,These ads ran without a disclaimer,≤100
985611201462446,Adam Szłapka,Koalicja Obywatelska PO .N iPL Zieloni,≤100
789472624488461,Malcolm XD,Wydawnictwo W.A.B.,≤100
1065351420286274,Paweł Kulka - Radny Dzielnicy Wilanów,These ads ran without a disclaimer,≤100
1097530753590420,The Onion Daily,These ads ran without a disclaimer,≤100
169579953054916,Radny - Kobyliński Ernest Jerzy,Ernest Jerzy Kobyliński,≤100
315085359206840,Narbutt - Lesiak  Razem dla Dermatologii,These ads ran without a disclaimer,≤100
109864737547165,Ruch Wspólna Polska,Fundacja Rafała Trzaskowskiego,≤100
566726730115973,Joanna Scheuring-Wielgus - polityk,These ads ran without a disclaimer,≤100
136390556431938,Pracownia na rzecz Wszystkich Istot,These ads ran without a disclaimer,≤100
0,Instagram User 3417602530,These ads ran without a disclaimer,≤100
1078689615668203,Lubię Miasto,These ads ran without a disclaimer,≤100
427904043969735,Ogólnopolska Baza Pracodawców Osób Niepełnosprawnych - OBPON,Ogólnopolska Baza Pracodawców Osób Niepełnosprawnych - OBPON,≤100
493358937718091,Archigon - Pracujemy z energią,These ads ran without a disclaimer,≤100
56246989582,Gazeta.pl,These ads ran without a disclaimer,≤100
499646073441042,Jacek Wilk,Kancelaria Adwokacka Jacek Wilk,≤100
19746387261,Humane Society International,These ads ran without a disclaimer,≤100
115282317055375,Magazine Beacon,These ads ran without a disclaimer,≤100
348262329308335,JW PEI,These ads ran without a disclaimer,≤100
330644215221,Bankier.pl,Puls Biznesu,≤100
248831105571332,DAP Kancelaria Prawna Business & Law Firm,These ads ran without a disclaimer,≤100
394020840723761,Fintaxis Finanse - Departament Wsparcia Biznesu,These ads ran without a disclaimer,≤100
106274574675288,Instytut Prawa Ustrojowego - Fundacja,Fundacja Instytut Prawa Ustrojowego,≤100
454178981690603,WTV - Nowa Telewizja Internetowa,These ads ran without a disclaimer,≤100
182786858438399,Fundusze Europejskie,These ads ran without a disclaimer,≤100
458440260940195,Danuta Hübner,These ads ran without a disclaimer,≤100
116706926839633,Braindom,These ads ran without a disclaimer,≤100
549637312182214,Polska Nas Potrzebuje,These ads ran without a disclaimer,≤100
692065414217709,discokoncerty.pl,These ads ran without a disclaimer,≤100
376597367457,Citi Handlowy,These ads ran without a disclaimer,≤100
136767223136002,Jacek Sut,These ads ran without a disclaimer,≤100
551052768344222,"Enerad.pl - Rankingi, Porównania, Opinie",Enerad.pl,≤100
211137058789,Wyborcza.pl Poznań,These ads ran without a disclaimer,≤100
703981786636629,Stowarzyszenie Krzewienia Sportowego Patriotyzmu "Niezwyciężeni",Magdalena Czaja,≤100
759874487709512,Magdalena Płonka CSR,These ads ran without a disclaimer,≤100
720378731388775,Stanisław Pasoń - Chłop,Stanisław Wojciech Pasoń,≤100
183125116821,EURES,These ads ran without a disclaimer,≤100
634990749847587,Food Forum,These ads ran without a disclaimer,≤100
1454336254812049,Fabryka Dobrych Materacy,These ads ran without a disclaimer,≤100
509712362439642,Port of Antwerp,These ads ran without a disclaimer,≤100
700443453762116,Hemmersbach Kids' Family,Hemmersbach Kids' Family,≤100
223507664353257,Robert Biedroń,Robert Biedroń,≤100
100739838359577,Steam Life,These ads ran without a disclaimer,≤100
173504912667699,DNS International Teacher Training College,These ads ran without a disclaimer,≤100
489216781491967,Obserwatorzy w działaniu,Fundacja Odpowiedzialna Polityka,≤100
392063558062501,Szerszeniewicz Agata,Agata Szerszeniewicz,≤100
911560825528713,Logika i Rozsądek,These ads ran without a disclaimer,≤100
109444787123632,Deluxe_4_You,Piotr Paweł Kiszka,≤100
890340954349341,Solidaritet Ekte Fagforening,These ads ran without a disclaimer,≤100
565491586826119,Transport-Publiczny.pl,Łukasz Malinowski,≤100
757876837622345,Partia KORWiN,Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,≤100
47308894261,donGURALesko,These ads ran without a disclaimer,≤100
308395399659013,Paski Dziennika TVPiS,These ads ran without a disclaimer,≤100
547804415697905,Krzysztof Wiśniewski - Radny Gminy Prażmów,Krzysztof Wiesław Wiśniewski,≤100
1188302678003304,Na Ucho,Bianka Dorota Kowalczyk,≤100
215392231834473,Roman Giertych - strona oficjalna,Roman Giertych - strona oficjalna,≤100
119170654825694,PayU,PayU,≤100
1863743663893316,Fundusz Obywatelski,These ads ran without a disclaimer,≤100
551052768344222,"Enerad.pl - Rankingi, Porównania, Opinie",These ads ran without a disclaimer,≤100
2256082751338463,Media Awareness,These ads ran without a disclaimer,≤100
559447160904764,LAPP PRESS FOTO,These ads ran without a disclaimer,≤100
948936361845109,Słyszeć bez granic,Żaneta Anna Miecznikowska,≤100
1665752617027212,Oświecony,Łukasz Wiśniewski,≤100
140754135942752,Fundacja Court Watch Polska,Fundacja Court Watch Polska,≤100
177845745583734,Paweł LECH radny Rady m. st.  Warszawy,These ads ran without a disclaimer,≤100
795175854149978,Studio Medycyny Estetycznej Kobiece Piękno,These ads ran without a disclaimer,≤100
101075578169819,Ewa Wendrowska,Ewa Wendrowska,≤100
103003108157432,Halliburton Co.,These ads ran without a disclaimer,≤100
1050895685092651,Jarosław Hirny-Budka - radny gminy Michałowice,These ads ran without a disclaimer,≤100
394212944288756,Spotted: Suwałki,These ads ran without a disclaimer,≤100
228366267271894,Warsaw Enterprise Institute,Sebastian Michał Stodolak,≤100
203576689997252,FoodSaver Polska,FoodSaver Polska,≤100
461721447226744,Solum Service,Marek Piotr Zwoliński,≤100
372341662829366,Onet Styl Życia,These ads ran without a disclaimer,≤100
1055654231268815,Legalis C.H.Beck,These ads ran without a disclaimer,≤100
112878995420552,Warszawa naszemiasto.pl,Warszawa naszemiasto.pl,≤100
111118096917418,Anna Dąbrowska-Banaszek,Komitet Wyborczy Prawo i Sprawiedliwość,≤100
155520084467951,Przyjazne Miejsce Pracy,Przyjazne Miejsce Pracy,≤100
105168914878824,Pomagam Opiekunom,Mikołaj Mirosław Stefanowski,≤100
649265718420116,Jogin Śmiechu,Jogin Śmiechu,≤100
525828247919716,Most Consulting Iwona Traliszewska,Włodzimierz Sosnowski,≤100
155010259207,Heinrich-Böll-Stiftung Warszawa,Sara Wołczyńska,≤100
326709754125148,Urząd Gminy Izabelin,Katarzyna Wojtak,≤100
7783116506,Animals Asia,These ads ran without a disclaimer,≤100
110533370636562,"Jacek Osuch - Wiceminister Kultury, Dziedzictwa Narodowego i Sportu",Michał Mateusz Zasucha,≤100
546407878778566,Krystian Majewski,These ads ran without a disclaimer,≤100
529000764240984,Fundacja Niespodzianka,Stanisław Trzciński,≤100
1656166761125823,Forum Liderów PPP,These ads ran without a disclaimer,≤100
259405084183371,Autogas ALEX,Sebastian Kowalczyk,≤100
106624864428823,From Euroscepticism to Euro-Curiosity,These ads ran without a disclaimer,≤100
311766890555,Fundacja Batorego,These ads ran without a disclaimer,≤100
450454309024632,Ekopatrioci,These ads ran without a disclaimer,≤100
1830245310552804,"Michal Kolodziejczyk - Soccer Coach & Analyst, SC Specialist",These ads ran without a disclaimer,≤100
1150521041642159,Student Financial Support Fund Poland,These ads ran without a disclaimer,≤100
100511051324849,Terapeutica,Agnieszka Boczek,≤100
915415881921376,LanguageCert,These ads ran without a disclaimer,≤100
270310489700271,Mimoza - tkaniny,These ads ran without a disclaimer,≤100
144566272245013,Feel The Flow,These ads ran without a disclaimer,≤100
262681199589,ALDE Party – Liberals and Democrats for Europe,ALDE Party – Liberals and Democrats for Europe,≤100
101455758458798,2liczby,www.2liczby.pl,≤100
454038768475071,Pokuta 2033,Andrzej Ostrowski,≤100
1943048159246090,Prosecco Pronto  Prosecco Van,These ads ran without a disclaimer,≤100
315901199096193,Hong Kong meets Central and Eastern Europe,These ads ran without a disclaimer,≤100
112922437178064,The Most Beautiful Parks and Gardens in Buenos Aires,These ads ran without a disclaimer,≤100
334755816677159,Esra İnal,These ads ran without a disclaimer,≤100
742554199111201,forBET,These ads ran without a disclaimer,≤100
102722331824068,Centrum dotacji i szkoleń UE -  MANIS Polska,Aneta Kołodziejczyk,≤100
154062864713915,Zalando,These ads ran without a disclaimer,≤100
601579493635656,AY Prime,Paweł Zygmunt Dąbrowski,≤100
111098034029238,"Myra, Cameron van der Kroon Co",These ads ran without a disclaimer,≤100
125358770837696,Rejsy Atlas Tours,Martyna Irena Baczyńska,≤100
153166104701036,AZS Akademicki Związek Sportowy,These ads ran without a disclaimer,≤100
103060237734507,Szwed Anna,Matt Olech,≤100
2388354714741824,EcoInnova,These ads ran without a disclaimer,≤100
1620047454880115,Archeologia Live & Online,Wacław Kulczykowski,≤100
2097522190483775,Nosan Kielce,Maciej Paweł Urban,≤100
188133608225887,Daniel Obajtek,These ads ran without a disclaimer,≤100
106532994435899,Zaprawieni - Kancelaria Prawno-Podatkowa,These ads ran without a disclaimer,≤100
102171101424661,Starosta Włocławski - Roman Gołębiewski,Marta Prylińska,≤100
109002910834869,Tamar Clinic,These ads ran without a disclaimer,≤100
398799110143354,Lev Haolam - Supporting Israel,These ads ran without a disclaimer,≤100
1403271739938220,Powiatowa Instytucja Kultury w Legionowie PIK,Ewa Katarzyna Listkowska,≤100
360424321432255,Doha Debates,These ads ran without a disclaimer,≤100
100222868003114,Trójmorze,Trójmorze,≤100
593870480688549,Polskie Składy Węglowe,Sylwia Kupiec,≤100
563861527280690,Bramy piekielne Go nie przemogą,PCh24.pl,≤100
108072257451361,Kreatywne Wspieranie,These ads ran without a disclaimer,≤100
134594312648,VisitMalbork,These ads ran without a disclaimer,≤100
2119522734747272,SKT Construction,These ads ran without a disclaimer,≤100
275190139628249,Piotr Wiaderny,Piotr Wiaderny,≤100
2361073764177869,Demi AutoSerwis Warszawa,These ads ran without a disclaimer,≤100
75571183641,Janusz Lewandowski,KKW Koalicja Europejska PO PSL SLD N Zieloni,≤100
298600733667800,TylkoRadomiak.pl - Stowarzyszenie Kibiców,Kamil Piotr Molga,≤100
329939947022227,Smykofonia,These ads ran without a disclaimer,≤100
1142273705857811,Oze-Market.pl,These ads ran without a disclaimer,≤100
101384181586111,Instytut Kreatorów Przyszłości,Fundacja Instytut Kreatorów Przyszłości,≤100
245679488804063,Stowarzyszenie Odra - Niemen,Stowarzyszenie Odra - Niemen,≤100
321924578242301,TAX Medica Księgowość Dla Lekarzy,TAX Medica s.c.,≤100
1417862634947073,Chytruss,Arkadiusz Janusz Bielerzewski,≤100
114616946601793,W klimacie zmian,Jan Górecki,≤100
170500696298873,Parada Równości,Parada Równości,≤100
2709882549051695,Fundacja im.Józefa Brody,These ads ran without a disclaimer,≤100
129250967141406,Polscy Sprawiedliwi / Portal Muzeum POLIN,These ads ran without a disclaimer,≤100
158954277470286,EasySend,These ads ran without a disclaimer,≤100
269943679825,Villeroy & Boch,These ads ran without a disclaimer,≤100
102462758427232,T20 Italy 2021,These ads ran without a disclaimer,≤100
338390823335463,ZuZu Store,These ads ran without a disclaimer,≤100
196338847558789,The Bam & Boo Toothbrush,These ads ran without a disclaimer,≤100
64525551258,Guardian Weekly,These ads ran without a disclaimer,≤100
614472902041792,uchodźcy.info,uchodźcy.info,≤100
329299221263753,Patryk Repetski Piano,Patryk Adrian Repetski,≤100
100892278176279,PolPig,PolPig Krajowy Związek Pracodawców Producentów Trzody Chlewnej,≤100
248541518657,Kompania Piwowarska,These ads ran without a disclaimer,≤100
396104344105671,Foodsi - Po co marnować?,These ads ran without a disclaimer,≤100
614527949067381,Agata Wojda,KKW Koalicja Obywatelska PO .N iPL Zieloni,≤100
108917389163070,Niezalezna.pl,These ads ran without a disclaimer,≤100
109467944022411,jackobbuczynski,These ads ran without a disclaimer,≤100
316028505828375,Talking Europe,These ads ran without a disclaimer,≤100
297394714392739,Robert Maślak,Robert Maślak,≤100
307132666893918,Fundacja Głosuj na Kobietę,These ads ran without a disclaimer,≤100
315318623341,Stowarzyszenie "Nasz Bocian",Stowarzyszenie "Nasz Bocian",≤100
1424579967840864,European Court of Auditors,These ads ran without a disclaimer,≤100
1946135365514851,Solidarni z Europą,These ads ran without a disclaimer,≤100
848282908545285,Popierajmy.pl,Stowarzyszenie Ks. Piotra Skargi,≤100
215517215889093,Gantz,Przemysław Jankowiak,≤100
104550594482553,Czas Finansów,These ads ran without a disclaimer,≤100
483591338769139,MojeLeszno,www.mojeleszno.pl,≤100
120111233075062,Unijne pożyczki i dotacje dla firm. Tarcza Antykryzysowa.,Angelika Wielińska,≤100
701536909969058,Daniel Petryczkiewicz,These ads ran without a disclaimer,≤100
806224192742875,Klimor - centrale klimatyzacyjne i wentylacyjne,These ads ran without a disclaimer,≤100
218378709496305,NoweMedium,MorrisMarlowe sp. z o. o.,≤100
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100
727764574022014,Klaudia Szubert.,Klaudia Monika Szubert,≤100
764173717025409,Edyta Handze,Koalicyjny Komitet Wyborczy Koalicja Obywatelska PO .N IPL ZIELONI,≤100
105558304522703,STOP LOOK THINK,Rafał Rutkowski,≤100
1261801510582349,I Heart My Baby Kids,These ads ran without a disclaimer,≤100
100520511732739,Szymon Hołownia - prawda,Rafał Cheliński,≤100
334004306671378,Muzeum Emigracji w Gdyni,These ads ran without a disclaimer,≤100
108873190779195,Czy My się znamy? - Rafał Pniewski,Rafał Andrzej Pniewski,≤100
2320275388297228,Marcin Romanowski,These ads ran without a disclaimer,≤100
543295089490794,EscortCars,These ads ran without a disclaimer,≤100
107570797776922,Portal Parentingowy,These ads ran without a disclaimer,≤100
205651597042908,Sławomir Czaplicki - Radny Miejski w Przasnyszu,These ads ran without a disclaimer,≤100
1491797697754823,No Fluff Jobs,These ads ran without a disclaimer,≤100
513958619005755,Boldare,These ads ran without a disclaimer,≤100
1567394060007129,Casbeg,These ads ran without a disclaimer,≤100
2369809159918119,Klub Młodego Odkrywcy,Centrum Nauki Kopernik,≤100
2336238889980903,EkoLudzie,Kamila Górecka-Kirwiel,≤100
101869841206312,Krzysztof Robert Górski,These ads ran without a disclaimer,≤100
984149068324464,"Andrzej Maciejewski, polityk, poseł VIII kadencji",These ads ran without a disclaimer,≤100
282404075935482,Fundacja Czyste Powietrze,Fundacja Czyste Powietrze,≤100
117626114951734,Fair Trade 100% - Polskie Stowarzyszenie Sprawiedliwego Handlu,Tadeusz Marek Makulski,≤100
111341706947214,Krystian Kamiński,Biuro poselskie Krystiana Kamińskiego,≤100
161564063865950,Radio WAWA,Radio WAWA,≤100
105541068188366,The New Decade: Scottish PolSocs' Perspective,These ads ran without a disclaimer,≤100
2190288624629233,Fundacja Gazety Wyborczej,These ads ran without a disclaimer,≤100
699170496828032,"Dla Gdańszczan - informacje, porady, wsparcie",dlaGdanszczan,≤100
305401181544,UNICEF Poland,These ads ran without a disclaimer,≤100
908646482522927,Elżbieta Kruk,Grzegorz Mieczysław Kulczyński,≤100
114122838677321,Jakub Żulczyk,Jakub Żulczyk,≤100
100917261302998,y bien,These ads ran without a disclaimer,≤100
113613666748034,LUX Welity Polska,LUX WELITY,≤100
1396776663760748,Bankowi Doradcy Kredytowi,These ads ran without a disclaimer,≤100
1485730344994034,Warszawski Alarm Smogowy,These ads ran without a disclaimer,≤100
214189352246221,PUCCINI,These ads ran without a disclaimer,≤100
148179396011456,Hurtownia Materiałów Budowlanych BAUMAT,MEDIASKUTECZNI,≤100
107091124413982,"Bemis Company, Inc.",These ads ran without a disclaimer,≤100
110278920599380,Lex_KMG_PL,Paweł Mateusz Drozd,≤100
1661079994139843,Joanna Borowiak Poseł na Sejm,These ads ran without a disclaimer,≤100
1521309281348664,Piotr Napłoszek Radny Miasta Milanówka,Piotr Napłoszek,≤100
592575504116143,Ryszard Petru,These ads ran without a disclaimer,≤100
2388263488162155,Twój Szwab,These ads ran without a disclaimer,≤100
104181636292131,Społeczność JOW,Społeczność JOW,≤100
103124004843396,"Europejczycy, pomóżcie Białorusi",These ads ran without a disclaimer,≤100
931748533619680,Regionalny Ośrodek Debaty Międzynarodowej Białystok,Regionalny Ośrodek Debaty Międzynarodowej w Białymstoku,≤100
267686749910602,Piotr Müller,Piotr Müller - Poseł na Sejm RP,≤100
204126866871498,Stop Korki na Bałuckiego,These ads ran without a disclaimer,≤100
1454333274894957,Małgorzata Tracz,Partia Zieloni,≤100
180151175341787,BringMore advertising,.bringMore advertising,≤100
261179640716872,DAAD Polska,These ads ran without a disclaimer,≤100
312165795527702,eFortuna.pl,These ads ran without a disclaimer,≤100
102846954406635,EverGreen Capsules,These ads ran without a disclaimer,≤100
359169784430335,Strojnowy,These ads ran without a disclaimer,≤100
1896397830617556,Łukasz Belter,Łukasz Belter,≤100
178179585550787,Wydawnictwo Albatros,These ads ran without a disclaimer,≤100
163071877042633,Wydawnictwo Buchmann,Wydawnictwo Buchmann,≤100
216863678336561,Krystyna Krzekotowska Kandydat do Sejmu z KW Konfederacji Warszawa poz.9,These ads ran without a disclaimer,≤100
1450894811808202,Sandra Mika,These ads ran without a disclaimer,≤100
278558672232282,Wydawnictwo DeReggio,These ads ran without a disclaimer,≤100
264330441026,Rowerowy Poznań,Rowerowy Poznań,≤100
310878342388107,Witold Tumanowicz,KW Konfederacja Wolność i Niepodległość,≤100
