Page ID,Page Name,Disclaimer,Amount Spent (PLN)
103979907641570,Edison Energia,These ads ran without a disclaimer,49462
178362315106,European Parliament,European Parliament,29540
102931488739,Platforma Obywatelska,KKW Koalicja Obywatelska PO .N iPL Zieloni,21124
176114889652,Kancelaria Premiera,Kancelaria Premiera,17227
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,16312
160906857259563,Andrzej Duda,Komitet Wyborczy Kandydata na Prezydenta RP Andrzeja Dudy,12476
107898832590939,European Commission,European Commission,12122
129996417011607,Marcin OCIEPA,These ads ran without a disclaimer,10549
381003278691136,Szymon Hołownia,KW Kandydata na Prezydenta RP Szymona Hołowni,9974
57544755889,Amnesty International Polska,Amnesty International Polska,8987
104884392877324,Alivia - Fundacja Onkologiczna,Alivia - Fundacja Onkologiczna,8357
120020028042626,Platforma Obywatelska Opolskie,KKW Koalicja Obywatelska PO .N iPL Zieloni,7851
178362315106,European Parliament,These ads ran without a disclaimer,7151
109683628097,Reserved,These ads ran without a disclaimer,6643
371359310400318,Janusz Kowalski,KW Prawo i Sprawiedliwość,6336
108900084161121,Trzaskowski2020,Komitet Wyborczy Kandydata na Prezydenta Rzeczypospolitej Polskiej Rafała Trzaskowskiego,5801
176114889652,Kancelaria Premiera,KPRM z Facebook Ad Credits,5377
115883558423028,Volvo Car Poland,Volvo Car Poland,5368
128466880497110,Danuta Jazłowiecka,KKW Koalicja Obywatelska PO .N iPL Zieloni,5000
191915794152593,Mniejszość Niemiecka w Opolu / Deutsche Minderheit in Oppeln,KWW Mniejszość Niemiecka,4961
777991742238185,Semper Power,Janusz Parkitny,4631
1971966879776579,Konfederacja,KWW Konfederacja KORWiN Braun Liroy Narodowcy,4217
223507664353257,Robert Biedroń,Komitet Wyborczy Roberta Biedronia kandydata na Prezydenta RP,4150
83002766357,Siepomaga.pl,Siepomaga.pl,4131
129996417011607,Marcin OCIEPA,KW Prawo i Sprawiedliwość,3791
157458232131,Prawo i Sprawiedliwość,Komitet Wyborczy Prawo i Sprawiedliwość,3613
528572717569139,Facebook app,Facebook,3571
350958838905984,Praca w Komisji Wyborczej,KW Kandydata na Prezydenta RP Stanisława Żółtka,3515
103733677761265,N Energia,N ENERGIA,3401
102931488739,Platforma Obywatelska,KKW Koalicja Europejska PO PSL SLD .N Zieloni,3395
250926873365,Komisja Europejska w Polsce,Komisja Europejska w Polsce,3320
114212235598090,Witold Zembaczyński,KWW Koalicja Obywatelska PO N. iPL Zieloni,3290
343794492463752,Tomasz Kostuś,KKW Koalicja Obywatelska PO .N iPL Zieloni,3250
102931488739,Platforma Obywatelska,Platforma Obywatelska,3152
158877910847285,Andrzej Buła,KKW Koalicja Europejska PO PSL SLD .N Zieloni,2774
