Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
86874647886,Net.hr,Net.hr,68060,2409
178362315106,European Parliament,European Parliament,58294,860
406059206159790,HDZ - Hrvatska demokratska zajednica,HDZ - Hrvatska demokratska zajednica,53381,269
1575164029415898,Zoran Milanović,Zoran Milanović,42480,182
388550077899912,MOST nezavisnih lista,MOST nezavisnih lista,31798,516
308923469174619,Kolinda Grabar-Kitarović,Kolinda Grabar-Kitarović,29092,76
129634970518,SDP Hrvatske,SDP Hrvatske,28033,211
107898832590939,European Commission,European Commission,28020,275
1064762700374086,Možemo - politička platforma,Možemo - politička platforma,26277,487
688325737947866,Telegram.hr,Telegram.hr,20038,421
106928174232844,Domovinski pokret,Domovinski pokret,15778,44
127718107295530,Miroslav Škoro,Miroslav Škoro,13922,138
633028036739134,Andrej Plenković,HDZ - Hrvatska demokratska zajednica,11429,16
102179328217634,HDZ - 1. izborna jedinica,HDZ-Hrvatska demokratska zajednica,10829,29
1781165065440754,N1 Hrvatska,N1 Hrvatska,10812,340
122081620813,DNEVNIK.hr,NOVA TV,10420,205
100267330025110,Slobodna Dalmacija,Slobodna Dalmacija,8874,258
139606619434725,Hrvatska narodna stranka - liberalni demokrati (HNS),Hrvatska narodna stranka - liberalni demokrati (HNS),8637,105
350640391803012,Bandić Milan 365 - Stranka rada i solidarnosti,These ads ran without a disclaimer,7856,4
480559052058396,Europska komisija u Hrvatskoj,Predstavništvo Europske komisije u Hrvatskoj,7802,219
941907929204784,Ivan Lovrinović,Živi zid,7609,44
633028036739134,Andrej Plenković,Andrej Plenković,7465,34
1939153246315289,Promijenimo Hrvatsku,Promijenimo Hrvatsku,6995,79
941907929204784,Ivan Lovrinović,Promijenimo Hrvatsku,6756,55
105926134090072,Dejan Kovač,Hrvatska socijalno-liberalna stranka,6632,25
291638950941144,Živi zid,Živi zid,6019,41
1487935214842281,Faktograf.hr,Faktograf.hr,5823,335
359170097532754,Greenpeace Hrvatska,Greenpeace Hrvatska,5708,128
140693889702485,Hrvatskadanas,Hrvatskadanas,5695,438
770459529655215,Radnička Fronta,Radnička Fronta,5389,143
389724134384503,Davor Bernardić,SDP Hrvatske,5380,24
508795765833382,Europski parlament u Hrvatskoj,"Europski parlament, Ured za informiranje u Republici Hrvatskoj",5250,117
141366725876424,European Greens,European Greens,5006,14
1252295741481540,Miro Bulj,MOST nezavisnih lista,4890,80
94301596592,RTL Vijesti,Vijesti.hr,4826,1870
426737060720348,Mladež HDZ,HDZ - Hrvatska demokratska zajednica,4640,41
1758512924436183,Nikola Grmoja,MOST nezavisnih lista,4639,69
39573819820,Predrag Štromar,Hrvatska narodna stranka - liberalni demokrati (HNS),4403,41
1665775650371580,Gradonačelnik.hr,Gradonačelnik.hr,4361,892
798612287169115,Ivica Todorić,Ivica Todorić,4037,26
2203684973028242,Katarina Peović,Ivan Paradinović,4010,51
1659286830980592,Dario Hrebak,Dario Hrebak,3832,123
441675022557503,Valter Flego,IDS - Istarski Demokratski Sabor,3825,40
109128867478623,Davorko Vidović,SDP Hrvatske,3672,90
1262594650584725,Joško Klisović,Klisovic Josko,3101,66
2344393559181359,Nezavisna Lista Mladih,Nezavisna Lista Mladih,3090,132
441675022557503,Valter Flego,Valter Flego,3030,67
972895572808817,Goran Beus Richembergh,GLAS Građansko-liberalni savez,2912,57
867369366747020,Blaženka Divjak,Hrvatska narodna stranka - liberalni demokrati (HNS),2841,45
144815235686385,Centar,Pametno,2815,92
102198203158768,AgroKlub.com,AgroKlub.com,2812,506
231052047413325,GLAS Građansko-liberalni savez,GLAS Građansko-liberalni savez,2774,36
110866737315332,Davor Huić,Davor Huić,2733,38
380910765317966,Kaufland Hrvatska,Kaufland Hrvatska,2686,13
219722938561797,Promet EU fondovi,"Ministarstvo mora, prometa i infrastrukture Republike Hrvatske",2670,40
