Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
178362315106,European Parliament,European Parliament,47874,778
620027974738907,Γραφείο Τύπου και Πληροφοριών - Press and Information Office,PIO Cyprus,18612,92
107898832590939,European Commission,European Commission,18514,266
64330641883,Δημοκρατικός Συναγερμός,Δημοκρατικός Συναγερμός,18487,193
117799504920552,ΑΚΕΛ - AKEL,ΑΚΕΛ - AKEL,16121,990
112732195470659,European Commission in Cyprus,European Commission in Cyprus,9614,63
197874087030899,Costas Mavrides - Κώστας Μαυρίδης,Costas Mavrides - Κώστας Μαυρίδης,9187,226
496714657067332,Serdar Denktaş,Serdar Denktaş,7370,81
109083482458237,Mustafa Akıncı,Mustafa Akıncı,7216,51
832972046731724,Λευτέρης Χριστοφόρου - Lefteris Christoforou,Λευτέρης Χριστοφόρου - Lefteris Christoforou,7018,178
1555729751333078,Ersin Tatar,Ersin Tatar,6279,16
998046016880140,Νικόλας Παπαδόπουλος,Δημοκρατικό Κόμμα,5483,74
489124984493054,Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ,EDEK,4637,129
293704380825571,Δημοκρατικό Κόμμα,Δημοκρατικό Κόμμα,4186,108
358841031473567,ΧΡΥΣΗΣ ΠΑΝΤΕΛΙΔΗΣ,Χρυσανθος Παντελιδης,3915,175
1658836934390503,Tufan Erhürman,Tufan Erhürman,3595,28
244607425634139,StockWatch Cyprus,Stockwatch,3546,358
175364966541034,Let's Make Cyprus Green,EkoNest,3516,19
2050729838486968,Θεατρο Ανεμωνα - Theatro Anemwna,Theodora Xenofontos,3360,73
256299421194660,Αβέρωφ Νεοφύτου - Averof Neofytou,Δημοκρατικός Συναγερμός,3260,23
698669730577000,Ygeiawatch,Ygeiawatch,3052,309
489124984493054,Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ,Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ,2953,88
204892446290422,Kudret Özersay,Kudret Özersay,2835,98
556192687867978,Σελίδα Χρύσανθου Σαββίδη,Chrysanthos Savvides,2688,205
205478755729,European Parliament Office in Cyprus,European Parliament Office in Cyprus,2676,13
203131049761826,Ανδρέας Κυπριανού - Andreas Kyprianou,Andreas Kyprianou,2386,182
115653995162093,Nicos Tornaritis - Νίκος Τορναρίτης,Nicos Tornaritis - Νίκος Τορναρίτης,2349,59
133920606715369,Μιχάλης Δαμιανός - Michael Damianos,Michael Damianos,2347,91
533373550026645,Aon Cyprus,Aon Cyprus,2164,68
