Page ID,Page Name,Disclaimer,Amount Spent (SEK)
608975645850217,Vattenfall Sverige,Vattenfall Group,370154
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,327165
382243262003,Plan International Sverige,Plan International Sverige,197768
643137272398136,Sverige för UNHCR,Sverige för UNHCR,189899
267640803634611,Moderaterna i Västerbotten,Moderaterna i Västerbotten,134897
72659261793,Rädda Barnen,Rädda Barnen,130936
8040892957,Socialdemokraterna,Socialdemokraterna,130873
111630258867610,Röda Korset,Röda Korset,110559
1630862710497879,Oatly,Oatly,106466
59324455950,UNICEF Sverige,UNICEF Sverige,102163
151159271594797,Systembolaget,Systembolaget,87759
95735961890,Greenpeace Sverige,Greenpeace Sverige,78437
179931025357058,Kommunal,Kommunal,75423
126567104406,Hyresgästföreningen,Hyresgästföreningen,67729
149155351773944,SEB,SEB,60760
369582590803,ETC-tidningarna,ETC-tidningarna,60353
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,60292
178362315106,European Parliament,European Parliament,60196
236879092476,Håll Sverige Rent,Håll Sverige Rent,57978
68996482861,Miljömärkningen Svanen,Miljömärket Svanen,54785
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),50940
111764372185015,Libero Sverige,Libero Sverige,50709
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,48601
109886133732943,RESCUE - Sverige,RESCUE - Sverige,45386
143140665862271,Moderaterna Umeå,Moderata kretsen Umeå,43160
12690894340,Centerpartiet,Centerpartiet,41246
130927360876045,FPlus – nyhetstjänsten för företagsamma,fPlus,40068
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,38485
18880778360,ActionAid Sweden,ActionAid Sweden,37524
124201680936949,Telge Energi,Telge Energi,36122
1976528729039324,NRC Sverige,NRC Sverige,32804
1173808162671999,En bättre framtid,Plan International Sverige,31498
208619589270223,Nextory,Nextory,29841
369122343101775,e.on,e.on,29652
42676805259,Diakonia,Diakonia,29418
676246449160270,Sverigedemokraterna,Sverigedemokraterna,28250
269875318990,Bixia,Bixia,27497
143140665862271,Moderaterna Umeå,Bergstrom Carl Erik Anton,27469
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,26895
150057951690751,OKQ8,OKQ8,26562
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,26193
45101268520,SSU,SSU,26048
98623096089,Lantmännen - Vi tar ansvar från jord till bord,Lantmännen - Vi tar ansvar från jord till bord,25647
356032977210,Vi-skogen,Vi-skogen,24779
7719591155,Moderaterna,Moderaterna,23910
161213770567846,Operation Smile Sverige,Operation Smile Sverige,22448
608975645850217,Vattenfall Sverige,These ads ran without a disclaimer,22249
91818886532,We Effect,We Effect,22098
1737852076287450,Valmyndigheten,Valmyndigheten,21707
17775970938,Cancerfonden,Cancerfonden,21662
34780126150,Miljöpartiet de gröna,Miljöpartiet de gröna,21470
214856611410,Svenska Postkodlotteriet,Svenska Postkodlotteriet,21128
275809699509029,Fairlo,Fairlo AB,20267
108184264291841,Frankful,Frankful,19968
191359334218856,Internetstiftelsen,Internetstiftelsen,19100
294378704099,FELIX,FELIX,18945
157164123601,Trafikverket,Trafikverket,18578
115198178364,Kristdemokraterna,Kristdemokraterna,18091
118736418170998,Arbetsförmedlingen,Arbetsförmedlingen,17994
110723197258182,Sverige inför verkligheten,Tankesmedjan Tiden,17884
279974638809211,Oxfam Sverige,Oxfam Sverige,17240
329885883718979,Stefan Löfven,Socialdemokraterna,17196
1177015185803869,Textilsmart,Naturvårdsverket,16482
399863096781774,Mind,Mind,16418
181160248675395,Vakin - Vatten- och Avfallskompetens i Norr AB,Anna-Lena Fomin,16200
158730000804828,Skellefteå kommun,Skellefteå kommun,14929
109886133732943,RESCUE - Sverige,RESCUE – Sverige,14782
379686162129542,Svea Ekonomi,Svea Ekonomi,14597
186513678039755,Fortum Sverige,Fortum Sverige,14542
175656912484553,Unionen,Unionen,14466
153270724787,Amnesty International Sverige,Amnesty International Sverige,14131
745746898778091,Sverigedemokraterna Västerbotten,SD Västerbotten,13963
237187386324119,Frälsningsarmén,Frälsningsarmén,13455
369337099772743,Skanska Sverige,Skanska Sverige,13427
182933185135,Skogsindustrierna,Skogsindustrierna,12984
422308010280,Socialdemokraterna i Umeå,Alejandro Caviedes,12769
24574889995,Charlie Weimers MEP,Charlie Weimers,12768
745746898778091,Sverigedemokraterna Västerbotten,These ads ran without a disclaimer,12420
