Page ID,Page Name,Disclaimer,Amount Spent (SEK)
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,624552
608975645850217,Vattenfall Sverige,Vattenfall Group,595094
382243262003,Plan International Sverige,Plan International Sverige,329021
643137272398136,Sverige för UNHCR,Sverige för UNHCR,315677
72659261793,Rädda Barnen,Rädda Barnen,216486
111630258867610,Röda Korset,Röda Korset,193119
1630862710497879,Oatly,Oatly,185186
59324455950,UNICEF Sverige,UNICEF Sverige,179850
8040892957,Socialdemokraterna,Socialdemokraterna,154065
151159271594797,Systembolaget,Systembolaget,140577
126567104406,Hyresgästföreningen,Hyresgästföreningen,137981
179931025357058,Kommunal,Kommunal,135296
369122343101775,e.on,e.on,133483
95735961890,Greenpeace Sverige,Greenpeace Sverige,129306
149155351773944,SEB,SEB,129161
111764372185015,Libero Sverige,Libero Sverige,107849
178362315106,European Parliament,European Parliament,107490
236879092476,Håll Sverige Rent,Håll Sverige Rent,103502
68996482861,Miljömärkningen Svanen,Miljömärket Svanen,101747
269875318990,Bixia,Bixia,99870
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,97871
186513678039755,Fortum Sverige,Fortum Sverige,84882
109886133732943,RESCUE - Sverige,RESCUE - Sverige,81403
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),79528
12690894340,Centerpartiet,Centerpartiet,73807
1976528729039324,NRC Sverige,NRC Sverige,70606
369582590803,ETC-tidningarna,ETC-tidningarna,68001
275809699509029,Fairlo,Fairlo AB,62650
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,61492
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,61094
1379292059067347,Länsstyrelsen Östergötland,Länsstyrelsen Östergötland,58801
130927360876045,FPlus – nyhetstjänsten för företagsamma,fPlus,58481
124201680936949,Telge Energi,Telge Energi,57738
208619589270223,Nextory,Nextory,56522
676246449160270,Sverigedemokraterna,Sverigedemokraterna,56498
7719591155,Moderaterna,Moderaterna,55781
18880778360,ActionAid Sweden,ActionAid Sweden,54762
162985227114132,Skellefteå Kraft,Skellefteå Kraft,54742
1173808162671999,En bättre framtid,Plan International Sverige,52304
42676805259,Diakonia,Diakonia,46055
250421669832,Tekniska verken,Tekniska verken,45467
98623096089,Lantmännen - Vi tar ansvar från jord till bord,Lantmännen - Vi tar ansvar från jord till bord,44693
45101268520,SSU,SSU,43576
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,43479
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,42340
150057951690751,OKQ8,OKQ8,41078
34780126150,Miljöpartiet de gröna,Miljöpartiet de gröna,40525
1737852076287450,Valmyndigheten,Valmyndigheten,37231
1409496505838142,Doktor.se,These ads ran without a disclaimer,36923
608975645850217,Vattenfall Sverige,These ads ran without a disclaimer,36836
356032977210,Vi-skogen,Vi-skogen,36568
2048371868720619,Cell Solar Nordic AB,Filip Waak,36275
17775970938,Cancerfonden,Cancerfonden,35018
108184264291841,Frankful,Frankful,33860
153985509353,Holmgrens Bil,Holmgrens Bil,33646
379686162129542,Svea Ekonomi,Svea Ekonomi,33405
161213770567846,Operation Smile Sverige,Operation Smile Sverige,33258
118736418170998,Arbetsförmedlingen,Arbetsförmedlingen,32345
91818886532,We Effect,We Effect,31604
294378704099,FELIX,FELIX,31403
115198178364,Kristdemokraterna,Kristdemokraterna,31383
214856611410,Svenska Postkodlotteriet,Svenska Postkodlotteriet,31171
108239705998001,Linköpingsmoderaterna,Moderaterna Linköping,29765
386410271448008,Sverigedemokraterna Östergötland,Svensson Jan Hubert,28370
191359334218856,Internetstiftelsen,Internetstiftelsen,27778
116787001729336,Linköpings kommun,Blomgren David Gunnar,26990
24574889995,Charlie Weimers MEP,Charlie Weimers,26219
108492218918,IF Metall,IF Metall,25906
175656912484553,Unionen,Unionen,25587
279974638809211,Oxfam Sverige,Oxfam Sverige,25140
237187386324119,Frälsningsarmén,Frälsningsarmén,24302
110723197258182,Sverige inför verkligheten,Tankesmedjan Tiden,24092
147672065396607,Sverigedemokraterna Linköping,Dahlqvist Chris,23252
109886133732943,RESCUE - Sverige,RESCUE – Sverige,22672
935167936599501,CSN,CSN,22559
166859653342254,Roks - mot mäns våld mot kvinnor,Roks - mot mäns våld mot kvinnor,21931
182933185135,Skogsindustrierna,Skogsindustrierna,21254
153270724787,Amnesty International Sverige,Amnesty International Sverige,21097
178404732312022,Hjärta till Hjärta,Hjärta till Hjärta,21066
371791194529,Världsnaturfonden WWF,These ads ran without a disclaimer,21049
132266740623,Liberalerna,Liberalerna,20576
602053453278014,NIBE,NIBE,20303
643137272398136,Sverige för UNHCR,Viva Media,20289
176407156115,OLW,OLW,19983
1797724450537743,GoClimate,Go Climate Neutral,19982
126840196572,Kia Motors Sweden,Kia Motors Sweden,19978
133536819999319,SOS Barnbyar,SOS Barnbyar,19952
182471621785780,Länsförsäkringar Östgöta,Länsförsäkringar Östgöta,19582
171884817870,Lärarförbundet,Lärarförbundet,19500
329885883718979,Stefan Löfven,Socialdemokraterna,19355
107898832590939,European Commission,European Commission,19124
2194546487442221,Neste,Neste,18090
368972829945550,AP7 Statens premiepensionsfonder,AP7 Statens pensionsfonder,18016
178362315106,European Parliament,These ads ran without a disclaimer,18014
359717099551,Audi Sverige,These ads ran without a disclaimer,17929
155824787799,EU-kommissionen i Sverige,EU-kommissionen i Sverige,17476
208619589270223,Nextory,These ads ran without a disclaimer,17308
116032393137834,Jessica Stegrud MEP,Jessica J Stegrud,16773
291973617241,Ben & Jerry's,Ben & Jerry's,16586
104424181445833,Hela Sverige mot Hungerpandemin,We Effect,16227
122769781081764,Vy Flygbussarna,These ads ran without a disclaimer,16054
105235179512713,WW ViktVäktarna,WW ViktVäktarna,16048
131257053599743,AMF,AMF,16043
249195615122371,Sara Skyttedal,Sara Skyttedal,15853
211654172200965,Pantamera,Pantamera,15544
412192732132640,ECPAT Sverige,ECPAT Sverige,15407
163820136238,LO Sverige,LO Sverige,15386
178945208783463,Willys,Willys,15118
188821514474911,Preem,Preem,15035
177342259513521,Otovo Solar,These ads ran without a disclaimer,14488
175843834306,WaterAid Sverige,WaterAid Sverige,14265
314283591054,Byggnads,Byggnads,14184
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,14054
111912817167925,Samtidigt i Sverige,Aktuellt i Politiken,14000
717523045086468,Johanna Jaara Åstrand,Lärarförbundet,13796
371321779600920,EnergiEngagemang,EnergiEngagemang Sverige AB,13766
133910158381,Saco,Saco,13699
101031531768338,Mer än ett leende,Operation Smile Sverige,13341
1545369075688158,Brottsofferjouren Sverige,Projekt Swevic,13142
261455205686,LRF,LRF,13072
551602941580327,Sverigedemokraterna Mjölby,Paul Andreas Östensson,12959
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,12902
399863096781774,Mind,Mind,12852
177327255619338,Finspångs kommun,Finspångs kommun,12555
139767876088719,Skandia,Skandia,12396
554520268281045,Doconomy,Doconomy,12083
225505640849010,Liberalerna Norrköping,Liberalerna Norrköping,11975
1177015185803869,Textilsmart,Naturvårdsverket,11821
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,11480
112513375470294,Feministiskt initiativ,Feministiskt initiativ,11354
108603445828840,Miljöpartiet de gröna i Linköping,Miljöpartiet i Linköping,11338
113710601984970,Barnfonden,Barnfonden,11184
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,11152
466722986850260,Kolla Byggtjänst,Svensk Byggtjänst,10907
107661276615407,Enkla Kassen,Enkla Kassen,10882
496067290759872,LRF Jag bryr mig,LRF Jag bryr mig,10789
323156205347,Vänsterpartiet,Vänsterpartiet,10694
110813562940,Vision,Vision,10369
1757191391203190,Proethos fond,Proethos AB,10061
147672065396607,Sverigedemokraterna Linköping,Sverigedemokraterna Linköping,9940
153028052500,Kvinna till Kvinna,Kvinna till Kvinna,9799
280313835329493,Officersförbundet,Officersförbundet,9701
270592853332987,Alternativ för Sverige,Alternativ för Sverige,9601
151450234896857,Barndiabetesfonden,Barndiabetesfonden,9571
496067290759872,LRF Jag bryr mig,These ads ran without a disclaimer,9512
