Page ID,Page Name,Disclaimer,Amount Spent (SEK)
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,2474188
608975645850217,Vattenfall Sverige,Vattenfall Group,2143337
382243262003,Plan International Sverige,Plan International Sverige,1423573
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1339616
72659261793,Rädda Barnen,Rädda Barnen,899201
111630258867610,Röda Korset,Röda Korset,789333
59324455950,UNICEF Sverige,UNICEF Sverige,750552
232873963389824,Göteborg Energi,OMD Sweden,682894
1630862710497879,Oatly,Oatly,660152
95735961890,Greenpeace Sverige,Greenpeace Sverige,611195
126567104406,Hyresgästföreningen,Hyresgästföreningen,512295
151159271594797,Systembolaget,Systembolaget,509537
149155351773944,SEB,SEB,497899
179931025357058,Kommunal,Kommunal,469339
178362315106,European Parliament,European Parliament,409350
109886133732943,RESCUE - Sverige,RESCUE - Sverige,379819
111764372185015,Libero Sverige,Libero Sverige,379614
236879092476,Håll Sverige Rent,Håll Sverige Rent,374257
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,362026
369582590803,ETC-tidningarna,ETC-tidningarna,352607
68996482861,Miljömärkningen Svanen,Miljömärket Svanen,348097
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),299758
186513678039755,Fortum Sverige,Fortum Sverige,292295
1976528729039324,NRC Sverige,NRC Sverige,287100
8040892957,Socialdemokraterna,Socialdemokraterna,271280
130927360876045,FPlus – nyhetstjänsten för företagsamma,fPlus,271160
369122343101775,e.on,e.on,261825
12690894340,Centerpartiet,Centerpartiet,261802
1173808162671999,En bättre framtid,Plan International Sverige,252527
18880778360,ActionAid Sweden,ActionAid Sweden,237186
162985227114132,Skellefteå Kraft,Skellefteå Kraft,235935
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,233416
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,231450
124201680936949,Telge Energi,Telge Energi,219667
275809699509029,Fairlo,Fairlo AB,215152
7719591155,Moderaterna,Moderaterna,196384
676246449160270,Sverigedemokraterna,Sverigedemokraterna,193462
208619589270223,Nextory,Nextory,191690
42676805259,Diakonia,Diakonia,191062
133681391993,Socialdemokraterna i Göteborg,Socialdemokraterna i Göteborg,189694
232873963389824,Göteborg Energi,These ads ran without a disclaimer,180978
269875318990,Bixia,Bixia,176301
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,172901
98623096089,Lantmännen - Vi tar ansvar från jord till bord,Lantmännen - Vi tar ansvar från jord till bord,166717
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,164949
34780126150,Miljöpartiet de gröna,Miljöpartiet de gröna,162920
45101268520,SSU,SSU,161831
356032977210,Vi-skogen,Vi-skogen,160194
184529224341,Mölndal Energi,Mölndal Energi,156491
1409496505838142,Doktor.se,These ads ran without a disclaimer,154100
1737852076287450,Valmyndigheten,Valmyndigheten,135478
279974638809211,Oxfam Sverige,Oxfam Sverige,131887
379686162129542,Svea Ekonomi,Svea Ekonomi,130360
150057951690751,OKQ8,OKQ8,130314
1419307421424959,Demokraterna,Demokraterna,127579
108184264291841,Frankful,Frankful,126197
161213770567846,Operation Smile Sverige,Operation Smile Sverige,126061
17775970938,Cancerfonden,Cancerfonden,123568
608975645850217,Vattenfall Sverige,These ads ran without a disclaimer,122930
118736418170998,Arbetsförmedlingen,Arbetsförmedlingen,122918
109886133732943,RESCUE - Sverige,RESCUE – Sverige,118305
24574889995,Charlie Weimers MEP,Charlie Weimers,115839
115198178364,Kristdemokraterna,Kristdemokraterna,114089
91818886532,We Effect,We Effect,113812
294378704099,FELIX,FELIX,111490
191359334218856,Internetstiftelsen,Internetstiftelsen,104969
1177015185803869,Textilsmart,Naturvårdsverket,103775
643137272398136,Sverige för UNHCR,Viva Media,100872
110723197258182,Sverige inför verkligheten,Tankesmedjan Tiden,99513
153270724787,Amnesty International Sverige,Amnesty International Sverige,97982
237187386324119,Frälsningsarmén,Frälsningsarmén,97399
175656912484553,Unionen,Unionen,96406
108492218918,IF Metall,IF Metall,95106
112225970344,Räddningsmissionen,Räddningsmissionen,94890
1797724450537743,GoClimate,Go Climate Neutral,89477
295727652090,Moderaterna i Västra Götaland,Moderaterna i Västra Götaland,88200
712230305617939,Uniper i Sverige,Uniper i Sverige,86272
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,85975
602053453278014,NIBE,NIBE,83847
371791194529,Världsnaturfonden WWF,These ads ran without a disclaimer,83038
176407156115,OLW,OLW,78508
935167936599501,CSN,CSN,78366
166859653342254,Roks - mot mäns våld mot kvinnor,Roks - mot mäns våld mot kvinnor,77859
153386171353294,LRF Västra Sverige,LRF Västra Sverige,77304
126840196572,Kia Motors Sweden,Kia Motors Sweden,77285
133536819999319,SOS Barnbyar,SOS Barnbyar,75908
107898832590939,European Commission,European Commission,71901
188821514474911,Preem,Preem,69832
116032393137834,Jessica Stegrud MEP,Jessica J Stegrud,69318
214856611410,Svenska Postkodlotteriet,Svenska Postkodlotteriet,69099
368972829945550,AP7 Statens premiepensionsfonder,AP7 Statens pensionsfonder,69000
317719998244926,Mat.se,Mat.se,68516
171884817870,Lärarförbundet,Lärarförbundet,67663
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,67053
132266740623,Liberalerna,Liberalerna,64491
412192732132640,ECPAT Sverige,ECPAT Sverige,62994
890960820927795,Närhälsan,Närhälsan,62458
208619589270223,Nextory,These ads ran without a disclaimer,61900
291973617241,Ben & Jerry's,Ben & Jerry's,61707
155824787799,EU-kommissionen i Sverige,EU-kommissionen i Sverige,60975
178362315106,European Parliament,These ads ran without a disclaimer,60398
133910158381,Saco,Saco,59774
131257053599743,AMF,AMF,59116
105235179512713,WW ViktVäktarna,WW ViktVäktarna,58529
104424181445833,Hela Sverige mot Hungerpandemin,We Effect,58123
182933185135,Skogsindustrierna,Skogsindustrierna,58051
2194546487442221,Neste,Neste,56768
175843834306,WaterAid Sverige,WaterAid Sverige,56670
163820136238,LO Sverige,LO Sverige,55873
56002955332,Jörgen Warborn,Moderaterna,55282
111912817167925,Samtidigt i Sverige,Aktuellt i Politiken,54240
359717099551,Audi Sverige,These ads ran without a disclaimer,54169
399863096781774,Mind,Mind,53284
314283591054,Byggnads,Byggnads,52563
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,52238
101031531768338,Mer än ett leende,Operation Smile Sverige,52208
211654172200965,Pantamera,Pantamera,51795
293678655099,Europaparlamentets kontor i Sverige,Europaparlamentets kontor i Sverige,51754
19746853632,Djurens Rätt,Djurens Rätt,51228
835842266433861,Miljöpartiet Västra Götaland,Miljöpartiet Västra Götaland,50536
178945208783463,Willys,Willys,49347
717523045086468,Johanna Jaara Åstrand,Lärarförbundet,49271
226177864103720,Ungdomsfullmäktige Göteborgs Stad,Ungdomsfullmäktige Göteborg,49162
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,48932
2048371868720619,Cell Solar Nordic AB,Filip Waak,47971
554520268281045,Doconomy,Doconomy,47022
1545369075688158,Brottsofferjouren Sverige,Projekt Swevic,46162
323156205347,Vänsterpartiet,Vänsterpartiet,44064
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,43971
261455205686,LRF,LRF,42747
2034901333190011,Ricky Karlsson KD,Karlsson Pierre Ricky Willhem,40770
249195615122371,Sara Skyttedal,Sara Skyttedal,40726
496067290759872,LRF Jag bryr mig,LRF Jag bryr mig,40289
107661276615407,Enkla Kassen,Enkla Kassen,38987
153028052500,Kvinna till Kvinna,Kvinna till Kvinna,38765
829011830554926,Premium Lifestyle Club,Jonas Eriksson,38761
139767876088719,Skandia,Skandia,38464
